station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
0.0, -26.4, None, 4.0, None, 9.4, 103.05, -31.0, None, None, 65.0, 2012-11-28 22:00:00, None, None
0.0, -26.1, None, 2.0, None, 5.4, 103.0, -30.6, None, None, 66.0, 2012-11-28 23:00:00, None, None
337.5, -27.0, None, 10.0, -0.15, 11.2, 102.94, -31.6, None, None, 65.0, 2012-11-29 00:00:00, None, None
292.5, -27.7, None, 10.0, None, 9.4, 102.9, -31.8, None, None, 68.0, 2012-11-29 01:00:00, None, None
270.0, -30.9, None, 0.0, None, 7.6, 102.84, -36.1, None, None, 60.0, 2012-11-29 02:00:00, None, None
315.0, -30.0, None, 0.0, -0.18, 7.6, 102.82, -34.4, None, None, 65.0, 2012-11-29 03:00:00, None, None
270.0, -30.7, None, 0.0, None, 5.4, 102.79, -35.7, None, None, 62.0, 2012-11-29 04:00:00, None, None
270.0, -31.9, None, 0.0, None, 5.4, 102.77, -37.2, None, None, 59.0, 2012-11-29 05:00:00, None, None
270.0, -33.0, None, 0.0, -0.11, 5.4, 102.75, -38.0, 0.0, -22.6, 61.0, 2012-11-29 06:00:00, -33.3, 0.0
292.5, -33.6, None, 0.0, None, 5.4, 102.7, -37.9, None, None, 65.0, 2012-11-29 07:00:00, None, None
0.0, -33.2, None, 0.0, None, 0.0, 102.67, -38.2, None, None, 61.0, 2012-11-29 08:00:00, None, None
315.0, -33.3, None, 9.0, -0.1, 9.4, 102.58, -38.4, None, None, 60.0, 2012-11-29 09:00:00, None, None
270.0, -33.2, None, 9.0, None, 9.4, 102.53, -38.3, None, None, 60.0, 2012-11-29 10:00:00, None, None
315.0, -32.2, None, 9.0, None, 3.6, 102.44, -36.9, None, None, 63.0, 2012-11-29 11:00:00, None, None
337.5, -30.5, None, 0.0, -0.15, 7.6, 102.4, -34.9, None, None, 65.0, 2012-11-29 12:00:00, None, None
337.5, -32.0, None, 0.0, None, 7.6, 102.34, -37.2, None, None, 60.0, 2012-11-29 13:00:00, None, None
337.5, -30.9, None, 9.0, None, 9.4, 102.29, -35.3, None, None, 65.0, 2012-11-29 14:00:00, None, None
0.0, -30.7, None, 3.0, -0.12, 7.6, 102.3, -35.1, None, None, 65.0, 2012-11-29 15:00:00, None, None
337.5, -32.3, None, 3.0, None, 9.4, 102.26, -37.5, None, None, 60.0, 2012-11-29 16:00:00, None, None
315.0, -31.5, None, 10.0, None, 9.4, 102.24, -36.2, None, None, 63.0, 2012-11-29 17:00:00, None, None
315.0, -31.0, None, 3.0, -0.06, 13.0, 102.27, -36.0, None, None, 61.0, 2012-11-29 18:00:00, None, None
315.0, -30.4, None, 4.0, None, 13.0, 102.27, -35.3, None, None, 62.0, 2012-11-29 19:00:00, None, None
337.5, -29.8, None, 6.0, None, 9.4, 102.26, -34.5, None, None, 64.0, 2012-11-29 20:00:00, None, None
315.0, -29.1, None, 6.0, -0.05, 11.2, 102.2, -34.3, None, None, 61.0, 2012-11-29 21:00:00, None, None
0.0, -28.6, None, 6.0, None, 7.6, 102.15, -34.0, None, None, 60.0, 2012-11-29 22:00:00, None, None
0.0, -28.4, None, 4.0, None, 16.6, 102.13, -33.9, None, None, 59.0, 2012-11-29 23:00:00, None, None
337.5, -28.0, None, 4.0, -0.08, 13.0, 102.07, -33.4, None, None, 60.0, 2012-11-30 00:00:00, None, None
337.5, -27.7, None, 4.0, None, 14.8, 102.08, -33.0, None, None, 61.0, 2012-11-30 01:00:00, None, None
337.5, -27.5, None, 4.0, None, 14.8, 102.08, -33.0, None, None, 59.0, 2012-11-30 02:00:00, None, None
337.5, -27.3, None, 4.0, 0.04, 14.8, 102.11, -32.8, None, None, 59.0, 2012-11-30 03:00:00, None, None
337.5, -27.1, None, 4.0, None, 9.4, 102.13, -32.4, None, None, 61.0, 2012-11-30 04:00:00, None, None
337.5, -26.8, None, 4.0, None, 13.0, 102.14, -32.1, None, None, 61.0, 2012-11-30 05:00:00, None, None
337.5, -26.8, None, 4.0, 0.06, 11.2, 102.17, -32.1, None, -26.8, 61.0, 2012-11-30 06:00:00, -34.1, None
337.5, -26.8, None, 4.0, None, 14.8, 102.18, -32.1, None, None, 61.0, 2012-11-30 07:00:00, None, None
337.5, -26.7, None, 4.0, None, 13.0, 102.21, -32.0, None, None, 61.0, 2012-11-30 08:00:00, None, None
337.5, -26.7, None, 2.0, 0.07, 11.2, 102.23, -32.1, None, None, 60.0, 2012-11-30 09:00:00, None, None
337.5, -26.7, None, 10.0, None, 14.8, 102.23, -32.0, None, None, 61.0, 2012-11-30 10:00:00, None, None
337.5, -26.5, None, 4.0, None, 13.0, 102.21, -31.9, None, None, 60.0, 2012-11-30 11:00:00, None, None
0.0, -26.4, None, 10.0, -0.03, 11.2, 102.18, -31.8, None, None, 60.0, 2012-11-30 12:00:00, None, None
337.5, -26.1, None, 10.0, None, 13.0, 102.15, -31.4, None, None, 61.0, 2012-11-30 13:00:00, None, None
337.5, -26.0, None, 4.0, None, 14.8, 102.17, -31.4, None, None, 60.0, 2012-11-30 14:00:00, None, None
337.5, -25.9, None, 4.0, -0.04, 9.4, 102.12, -31.3, None, None, 60.0, 2012-11-30 15:00:00, None, None
337.5, -26.0, None, 4.0, None, 18.4, 102.12, -31.4, None, None, 60.0, 2012-11-30 16:00:00, None, None
337.5, -26.1, None, 4.0, None, 13.0, 102.12, -31.5, None, None, 60.0, 2012-11-30 17:00:00, None, None
0.0, -26.0, None, 4.0, 0.0, 13.0, 102.12, -31.3, None, None, 61.0, 2012-11-30 18:00:00, None, None
337.5, -25.8, None, 4.0, None, 14.8, 102.12, -31.3, None, None, 60.0, 2012-11-30 19:00:00, None, None
315.0, -25.5, None, 4.0, None, 11.2, 102.1, -30.8, None, None, 61.0, 2012-11-30 20:00:00, None, None
0.0, -25.4, None, 10.0, -0.05, 13.0, 102.06, -30.8, None, None, 61.0, 2012-11-30 21:00:00, None, None
0.0, -25.7, None, 4.0, None, 13.0, 102.03, -31.2, None, None, 60.0, 2012-11-30 22:00:00, None, None
0.0, -25.8, None, 4.0, None, 14.8, 102.0, -31.0, None, None, 62.0, 2012-11-30 23:00:00, None, None
337.5, -26.1, None, 4.0, -0.07, 13.0, 101.98, -31.6, None, None, 60.0, 2012-12-01 00:00:00, None, None
337.5, -26.1, None, 4.0, None, 14.8, 101.97, -31.5, None, None, 60.0, 2012-12-01 01:00:00, None, None
337.5, -26.5, None, 4.0, None, 14.8, 101.95, -32.0, None, None, 60.0, 2012-12-01 02:00:00, None, None
337.5, -26.4, None, 4.0, -0.04, 18.4, 101.94, -32.0, None, None, 59.0, 2012-12-01 03:00:00, None, None
337.5, -26.5, None, 4.0, None, 16.6, 101.94, -32.0, None, None, 60.0, 2012-12-01 04:00:00, None, None
0.0, -26.6, None, 10.0, None, 13.0, 101.9, -32.1, None, None, 60.0, 2012-12-01 05:00:00, None, None
337.5, -26.9, None, 2.0, -0.07, 14.8, 101.87, -32.3, 0.4, -25.9, 60.0, 2012-12-01 06:00:00, -31.1, 0.2
337.5, -27.0, None, 2.0, None, 18.4, 101.86, -32.5, None, None, 60.0, 2012-12-01 07:00:00, None, None
0.0, -27.0, None, 6.0, None, 14.8, 101.83, -32.4, None, None, 60.0, 2012-12-01 08:00:00, None, None
337.5, -27.2, None, 10.0, -0.06, 14.8, 101.8, -32.5, None, None, 61.0, 2012-12-01 09:00:00, None, None
0.0, -27.2, None, 4.0, None, 13.0, 101.76, -32.6, None, None, 60.0, 2012-12-01 10:00:00, None, None
337.5, -27.4, None, 4.0, None, 16.6, 101.73, -32.9, None, None, 59.0, 2012-12-01 11:00:00, None, None
337.5, -27.4, None, 4.0, -0.1, 14.8, 101.7, -32.9, None, None, 59.0, 2012-12-01 12:00:00, None, None
337.5, -27.6, None, 4.0, None, 16.6, 101.66, -33.0, None, None, 60.0, 2012-12-01 13:00:00, None, None
337.5, -27.7, None, 4.0, None, 20.5, 101.64, -33.1, None, None, 60.0, 2012-12-01 14:00:00, None, None
0.0, -27.8, None, 10.0, -0.1, 16.6, 101.6, -33.0, None, None, 61.0, 2012-12-01 15:00:00, None, None
337.5, -28.0, None, 4.0, None, 9.4, 101.58, -33.3, None, None, 60.0, 2012-12-01 16:00:00, None, None
0.0, -28.3, None, 4.0, None, 11.2, 101.55, -33.6, None, None, 60.0, 2012-12-01 17:00:00, None, None
0.0, -28.5, None, 2.0, -0.1, 18.4, 101.5, -33.8, None, None, 60.0, 2012-12-01 18:00:00, None, None
337.5, -28.5, None, 2.0, None, 13.0, 101.49, -33.8, None, None, 60.0, 2012-12-01 19:00:00, None, None
0.0, -28.6, None, 2.0, None, 13.0, 101.46, -33.8, None, None, 61.0, 2012-12-01 20:00:00, None, None
0.0, -28.5, None, 2.0, -0.08, 14.8, 101.41, -33.9, None, None, 60.0, 2012-12-01 21:00:00, None, None
0.0, -28.5, None, 10.0, None, 16.6, 101.35, -33.8, None, None, 60.0, 2012-12-01 22:00:00, None, None
22.5, -28.6, None, 10.0, None, 14.8, 101.32, -33.8, None, None, 61.0, 2012-12-01 23:00:00, None, None
0.0, -29.0, None, 10.0, -0.12, 14.8, 101.29, -34.2, None, None, 61.0, 2012-12-02 00:00:00, None, None
337.5, -28.6, None, 10.0, None, 13.0, 101.25, -33.8, None, None, 61.0, 2012-12-02 01:00:00, None, None
0.0, -28.6, None, 4.0, None, 14.8, 101.22, -33.8, None, None, 61.0, 2012-12-02 02:00:00, None, None
337.5, -28.9, None, 4.0, -0.09, 9.4, 101.19, -34.3, None, None, 60.0, 2012-12-02 03:00:00, None, None
0.0, -29.6, None, 3.0, None, 13.0, 101.18, -34.8, None, None, 61.0, 2012-12-02 04:00:00, None, None
0.0, -30.2, None, 1.0, None, 14.8, 101.15, -35.2, None, None, 62.0, 2012-12-02 05:00:00, None, None
0.0, -31.3, None, 9.0, -0.08, 11.2, 101.14, -35.9, 1.2, -26.8, 64.0, 2012-12-02 06:00:00, -31.6, 0.8
0.0, -30.7, None, 9.0, None, 13.0, 101.12, -36.0, None, None, 60.0, 2012-12-02 07:00:00, None, None
0.0, -31.3, None, 9.0, None, 14.8, 101.11, -35.4, None, None, 67.0, 2012-12-02 08:00:00, None, None
0.0, -32.3, None, 1.0, -0.05, 11.2, 101.1, -37.5, None, None, 60.0, 2012-12-02 09:00:00, None, None
337.5, -32.3, None, 3.0, None, 7.6, 101.07, -37.6, None, None, 59.0, 2012-12-02 10:00:00, None, None
337.5, -33.3, None, 1.0, None, 9.4, 101.06, -38.1, None, None, 62.0, 2012-12-02 11:00:00, None, None
337.5, -33.3, None, 3.0, -0.07, 11.2, 101.04, -38.4, None, None, 60.0, 2012-12-02 12:00:00, None, None
337.5, -32.3, None, 3.0, None, 11.2, 101.02, -37.3, None, None, 61.0, 2012-12-02 13:00:00, None, None
337.5, -32.3, None, 1.0, None, 7.6, 101.01, -37.6, None, None, 59.0, 2012-12-02 14:00:00, None, None
0.0, -32.6, None, 1.0, -0.03, 7.6, 100.99, -37.8, None, None, 60.0, 2012-12-02 15:00:00, None, None
0.0, -32.6, None, 1.0, None, 9.4, 100.95, -37.7, None, None, 60.0, 2012-12-02 16:00:00, None, None
0.0, -31.0, None, 2.0, None, 11.2, 100.94, -36.1, None, None, 61.0, 2012-12-02 17:00:00, None, None
0.0, -30.9, None, 4.0, 0.05, 16.6, 100.95, -36.2, None, None, 60.0, 2012-12-02 18:00:00, None, None
337.5, -30.9, None, 4.0, None, 13.0, 100.94, -36.4, None, None, 58.0, 2012-12-02 19:00:00, None, None
337.5, -30.2, None, 4.0, -0.02, 11.2, 100.93, -35.9, None, None, 58.0, 2012-12-02 21:00:00, None, None
0.0, -29.7, None, 4.0, None, 16.6, 100.9, -35.1, None, None, 59.0, 2012-12-02 22:00:00, None, None
0.0, -29.1, None, 8.0, None, 9.4, 100.87, -34.8, None, None, 58.0, 2012-12-02 23:00:00, None, None
337.5, -28.8, None, 2.0, -0.06, 11.2, 100.86, -34.2, None, None, 60.0, 2012-12-03 00:00:00, None, None
337.5, -28.3, None, 4.0, None, 13.0, 100.85, -34.0, None, None, 58.0, 2012-12-03 01:00:00, None, None
0.0, -28.1, None, 10.0, None, 9.4, 100.85, -33.6, None, None, 59.0, 2012-12-03 02:00:00, None, None
337.5, -27.9, None, 10.0, 0.01, 9.4, 100.85, -33.6, None, None, 58.0, 2012-12-03 03:00:00, None, None
337.5, -27.8, None, 8.0, None, 13.0, 100.86, -33.3, None, None, 59.0, 2012-12-03 04:00:00, None, None
337.5, -27.7, None, 8.0, None, 9.4, 100.87, -33.0, None, None, 61.0, 2012-12-03 05:00:00, None, None
337.5, -27.6, None, 8.0, 0.04, 13.0, 100.87, -33.3, 0.8, -27.5, 58.0, 2012-12-03 06:00:00, -33.6, 0.4
337.5, -27.6, None, 2.0, None, 14.8, 100.9, -33.2, None, None, 59.0, 2012-12-03 07:00:00, None, None
315.0, -27.5, None, 2.0, None, 18.4, 100.92, -33.1, None, None, 59.0, 2012-12-03 08:00:00, None, None
0.0, -27.6, None, 2.0, 0.09, 14.8, 100.96, -33.3, None, None, 58.0, 2012-12-03 09:00:00, None, None
337.5, -27.6, None, 4.0, None, 14.8, 101.02, -33.4, None, None, 58.0, 2012-12-03 10:00:00, None, None
337.5, -27.7, None, 4.0, None, 18.4, 101.05, -33.4, None, None, 58.0, 2012-12-03 11:00:00, None, None
337.5, -27.7, None, 4.0, 0.12, 14.8, 101.08, -33.5, None, None, 58.0, 2012-12-03 12:00:00, None, None
337.5, -27.7, None, 2.0, None, 14.8, 101.12, -33.6, None, None, 57.0, 2012-12-03 13:00:00, None, None
315.0, -27.7, None, 4.0, None, 14.8, 101.14, -33.6, None, None, 57.0, 2012-12-03 14:00:00, None, None
315.0, -27.9, None, 10.0, 0.07, 14.8, 101.15, -33.6, None, None, 58.0, 2012-12-03 15:00:00, None, None
337.5, -27.5, None, 2.0, None, 14.8, 101.17, -33.3, None, None, 58.0, 2012-12-03 16:00:00, None, None
337.5, -27.5, None, 6.0, None, 13.0, 101.22, -33.4, None, None, 57.0, 2012-12-03 17:00:00, None, None
315.0, -27.2, None, 6.0, 0.13, 11.2, 101.28, -33.1, None, None, 57.0, 2012-12-03 18:00:00, None, None
337.5, -27.1, None, 6.0, None, 16.6, 101.32, -33.2, None, None, 56.0, 2012-12-03 19:00:00, None, None
337.5, -27.0, None, 6.0, None, 11.2, 101.35, -32.7, None, None, 58.0, 2012-12-03 20:00:00, None, None
337.5, -26.8, None, 6.0, 0.09, 11.2, 101.38, -32.8, None, None, 57.0, 2012-12-03 21:00:00, None, None
337.5, -26.7, None, 2.0, None, 9.4, 101.4, -32.6, None, None, 57.0, 2012-12-03 22:00:00, None, None
337.5, -26.7, None, 7.0, None, 11.2, 101.43, -32.3, None, None, 59.0, 2012-12-03 23:00:00, None, None
337.5, -26.8, None, 10.0, 0.05, 11.2, 101.43, -32.4, None, None, 59.0, 2012-12-04 00:00:00, None, None
315.0, -27.3, None, 10.0, None, 11.2, 101.43, -32.7, None, None, 60.0, 2012-12-04 01:00:00, None, None
315.0, -27.8, None, 10.0, None, 11.2, 101.46, -33.2, None, None, 60.0, 2012-12-04 02:00:00, None, None
315.0, -27.7, None, 4.0, 0.04, 9.4, 101.49, -33.3, None, None, 59.0, 2012-12-04 03:00:00, None, None
337.5, -27.1, None, 4.0, None, 9.4, 101.49, -32.6, None, None, 60.0, 2012-12-04 04:00:00, None, None
315.0, -27.5, None, 4.0, None, 13.0, 101.46, -33.2, None, None, 58.0, 2012-12-04 05:00:00, None, None
315.0, -27.8, None, 4.0, -0.06, 13.0, 101.42, -33.5, 2.6, -26.5, 58.0, 2012-12-04 06:00:00, -28.0, 1.8
337.5, -27.8, None, 4.0, None, 9.4, 101.41, -33.5, None, None, 58.0, 2012-12-04 07:00:00, None, None
337.5, -27.7, None, 2.0, None, 13.0, 101.37, -33.5, None, None, 58.0, 2012-12-04 08:00:00, None, None
337.5, -27.2, None, 4.0, -0.06, 14.8, 101.34, -33.0, None, None, 58.0, 2012-12-04 09:00:00, None, None
0.0, -27.2, None, 4.0, None, 13.0, 101.25, -32.9, None, None, 58.0, 2012-12-04 10:00:00, None, None
315.0, -27.0, None, 4.0, None, 22.3, 101.19, -32.9, None, None, 57.0, 2012-12-04 11:00:00, None, None
337.5, -26.9, None, 6.0, -0.22, 18.4, 101.1, -32.8, None, None, 57.0, 2012-12-04 12:00:00, None, None
337.5, -26.9, None, 2.0, None, 13.0, 101.03, -32.4, None, None, 60.0, 2012-12-04 13:00:00, None, None
337.5, -26.7, None, 2.0, None, 14.8, 100.97, -32.1, None, None, 60.0, 2012-12-04 14:00:00, None, None
337.5, -26.4, None, 6.0, -0.18, 13.0, 100.9, -31.9, None, None, 60.0, 2012-12-04 15:00:00, None, None
337.5, -26.3, None, 7.0, None, 14.8, 100.88, -31.8, None, None, 60.0, 2012-12-04 16:00:00, None, None
315.0, -26.3, None, 6.0, None, 16.6, 100.82, -31.8, None, None, 60.0, 2012-12-04 17:00:00, None, None
337.5, -26.2, None, 2.0, -0.11, 20.5, 100.78, -31.8, None, None, 59.0, 2012-12-04 18:00:00, None, None
315.0, -25.9, None, 7.0, None, 13.0, 100.76, -31.3, None, None, 60.0, 2012-12-04 19:00:00, None, None
337.5, -25.7, None, 7.0, None, 18.4, 100.72, -31.7, None, None, 57.0, 2012-12-04 20:00:00, None, None
337.5, -25.5, None, 2.0, -0.09, 20.5, 100.67, -31.1, None, None, 59.0, 2012-12-04 21:00:00, None, None
337.5, -24.8, None, 10.0, None, 11.2, 100.7, -30.4, None, None, 60.0, 2012-12-04 22:00:00, None, None
315.0, -24.7, None, 7.0, None, 16.6, 100.7, -30.4, None, None, 59.0, 2012-12-04 23:00:00, None, None
315.0, -24.6, None, 7.0, 0.0, 14.8, 100.66, -29.9, None, None, 61.0, 2012-12-05 00:00:00, None, None
337.5, -24.2, None, 8.0, None, 14.8, 100.67, -29.8, None, None, 60.0, 2012-12-05 01:00:00, None, None
337.5, -24.0, None, 8.0, None, 11.2, 100.71, -29.7, None, None, 59.0, 2012-12-05 02:00:00, None, None
337.5, -23.9, None, 4.0, 0.08, 9.4, 100.73, -29.5, None, None, 60.0, 2012-12-05 03:00:00, None, None
337.5, -24.0, None, 4.0, None, 9.4, 100.76, -29.4, None, None, 61.0, 2012-12-05 04:00:00, None, None
22.5, -24.9, None, 2.0, None, 5.4, 100.77, -29.8, None, None, 64.0, 2012-12-05 05:00:00, None, None
270.0, -27.9, None, 10.0, 0.09, 3.6, 100.87, -32.9, 2.8, -23.8, 62.0, 2012-12-05 06:00:00, -28.1, 2.0
270.0, -26.9, None, 4.0, None, 5.4, 100.9, -31.8, None, None, 63.0, 2012-12-05 07:00:00, None, None
0.0, -25.8, None, 4.0, None, 0.0, 100.93, -31.1, None, None, 61.0, 2012-12-05 08:00:00, None, None
135.0, -26.8, None, 4.0, 0.09, 3.6, 100.95, -31.7, None, None, 63.0, 2012-12-05 09:00:00, None, None
202.5, -26.5, None, 4.0, None, 5.4, 101.0, -31.4, None, None, 63.0, 2012-12-05 10:00:00, None, None
0.0, -25.6, None, 4.0, None, 0.0, 101.05, -30.5, None, None, 64.0, 2012-12-05 11:00:00, None, None
0.0, -25.5, None, 4.0, 0.11, 0.0, 101.05, -30.5, None, None, 63.0, 2012-12-05 12:00:00, None, None
0.0, -24.6, None, 4.0, None, 0.0, 101.07, -29.5, None, None, 64.0, 2012-12-05 13:00:00, None, None
180.0, -24.3, None, 2.0, None, 7.6, 101.08, -29.5, None, None, 62.0, 2012-12-05 14:00:00, None, None
0.0, -26.6, None, 1.0, 0.08, 0.0, 101.14, -31.7, None, None, 62.0, 2012-12-05 15:00:00, None, None
180.0, -27.3, None, 10.0, None, 3.6, 101.17, -32.1, None, None, 64.0, 2012-12-05 16:00:00, None, None
247.5, -28.4, None, 10.0, None, 3.6, 101.21, -33.6, None, None, 61.0, 2012-12-05 17:00:00, None, None
0.0, -28.4, None, 9.0, 0.09, 0.0, 101.3, -33.4, None, None, 62.0, 2012-12-05 18:00:00, None, None
0.0, -28.3, None, 9.0, None, 0.0, 101.38, -33.3, None, None, 62.0, 2012-12-05 19:00:00, None, None
0.0, -27.5, None, 10.0, None, 0.0, 101.39, -32.4, None, None, 63.0, 2012-12-05 20:00:00, None, None
0.0, -27.1, None, 10.0, 0.11, 0.0, 101.39, -32.1, None, None, 62.0, 2012-12-05 21:00:00, None, None
337.5, -27.9, None, 10.0, None, 3.6, 101.4, -34.0, None, None, 56.0, 2012-12-05 22:00:00, None, None
0.0, -26.8, None, 10.0, None, 9.4, 101.4, -31.9, None, None, 62.0, 2012-12-05 23:00:00, None, None
0.0, -27.2, None, 10.0, 0.03, 11.2, 101.42, -32.2, None, None, 62.0, 2012-12-06 00:00:00, None, None
0.0, -26.9, None, 1.0, None, 7.6, 101.43, -31.7, None, None, 64.0, 2012-12-06 01:00:00, None, None
0.0, -27.1, None, 1.0, None, 9.4, 101.44, -32.2, None, None, 62.0, 2012-12-06 02:00:00, None, None
0.0, -28.1, None, 1.0, 0.02, 7.6, 101.46, -33.0, None, None, 63.0, 2012-12-06 03:00:00, None, None
0.0, -27.9, None, 10.0, None, 7.6, 101.47, -32.9, None, None, 62.0, 2012-12-06 04:00:00, None, None
0.0, -28.7, None, 10.0, None, 7.6, 101.47, -33.7, None, None, 62.0, 2012-12-06 05:00:00, None, None
0.0, -29.0, None, 10.0, 0.04, 0.0, 101.53, -33.8, None, -24.1, 63.0, 2012-12-06 06:00:00, -29.6, None
0.0, -29.2, None, 10.0, None, 5.4, 101.55, -34.3, None, None, 61.0, 2012-12-06 07:00:00, None, None
0.0, -28.3, None, 10.0, None, 0.0, 101.56, -33.2, None, None, 63.0, 2012-12-06 08:00:00, None, None
0.0, -27.8, None, 10.0, 0.05, 7.6, 101.56, -32.9, None, None, 62.0, 2012-12-06 09:00:00, None, None
0.0, -29.0, None, 10.0, None, 5.4, 101.58, -33.7, None, None, 64.0, 2012-12-06 10:00:00, None, None
0.0, -29.7, None, 10.0, None, 0.0, 101.59, -35.0, None, None, 60.0, 2012-12-06 11:00:00, None, None
0.0, -29.8, None, 10.0, 0.05, 0.0, 101.64, -34.7, None, None, 62.0, 2012-12-06 12:00:00, None, None
0.0, -28.3, None, 2.0, None, 0.0, 101.62, -33.3, None, None, 62.0, 2012-12-06 13:00:00, None, None
0.0, -27.7, None, 2.0, None, 0.0, 101.6, -32.6, None, None, 63.0, 2012-12-06 14:00:00, None, None
0.0, -29.4, None, 2.0, -0.03, 0.0, 101.61, -34.5, None, None, 61.0, 2012-12-06 15:00:00, None, None
0.0, -29.2, None, 2.0, None, 0.0, 101.62, -34.3, None, None, 61.0, 2012-12-06 16:00:00, None, None
0.0, -29.7, None, 10.0, None, 0.0, 101.64, -34.9, None, None, 61.0, 2012-12-06 17:00:00, None, None
225.0, -30.6, None, 2.0, -0.09, 0.0, 101.73, -34.57, None, None, 69.0, 2012-12-06 18:00:00, None, None
202.5, -30.3, None, 2.0, -0.1, 0.0, 101.77, -34.28, None, None, 69.0, 2012-12-06 19:00:00, None, None
22.5, -29.9, None, 1.0, -0.1, 0.0, 101.78, -33.74, None, None, 70.0, 2012-12-06 20:00:00, None, None
337.5, -28.5, None, 2.0, -0.05, 4.7, 101.78, -32.38, None, None, 70.0, 2012-12-06 21:00:00, None, None
0.0, -28.3, None, 1.0, 0.0, 0.0, 101.77, -32.19, None, None, 70.0, 2012-12-06 22:00:00, None, None
0.0, -27.7, None, 1.0, -0.02, 0.0, 101.76, -31.45, None, None, 71.0, 2012-12-06 23:00:00, None, None
270.0, -30.4, None, 3.0, -0.04, 0.0, 101.82, -34.22, None, None, 70.0, 2012-12-07 00:00:00, None, None
270.0, -30.8, None, 3.0, -0.05, 0.0, 101.82, -34.76, None, None, 69.0, 2012-12-07 01:00:00, None, None
270.0, -31.2, None, 2.0, -0.1, 0.0, 101.86, -35.15, None, None, 69.0, 2012-12-07 02:00:00, None, None
270.0, -31.8, None, 1.0, -0.05, 4.3, 101.87, -35.73, None, None, 69.0, 2012-12-07 03:00:00, None, None
292.5, -31.7, None, 1.0, -0.09, 0.0, 101.91, -35.63, None, None, 69.0, 2012-12-07 04:00:00, None, None
337.5, -32.0, None, 1.0, -0.1, 0.0, 101.96, -36.07, None, None, 68.0, 2012-12-07 05:00:00, None, None
315.0, -32.6, None, 1.0, -0.14, 7.2, 102.01, -36.65, None, -27.4, 68.0, 2012-12-07 06:00:00, -33.2, 990.0
337.5, -31.0, None, 1.0, -0.11, 9.0, 102.02, -34.95, None, None, 69.0, 2012-12-07 07:00:00, None, None
315.0, -32.8, None, 1.0, -0.16, 6.1, 102.12, -36.85, None, None, 68.0, 2012-12-07 08:00:00, None, None
337.5, -30.5, None, 2.0, -0.07, 9.0, 102.08, -34.47, None, None, 69.0, 2012-12-07 09:00:00, None, None
0.0, -31.1, None, 6.0, -0.08, 10.8, 102.1, -35.05, None, None, 69.0, 2012-12-07 10:00:00, None, None
0.0, -30.6, None, 6.0, -0.01, 5.8, 102.11, -34.57, None, None, 69.0, 2012-12-07 11:00:00, None, None
337.5, -29.7, None, 8.0, -0.06, 10.1, 102.14, -33.54, None, None, 70.0, 2012-12-07 12:00:00, None, None
0.0, -29.4, None, 8.0, -0.06, 6.5, 102.16, -33.25, None, None, 70.0, 2012-12-07 13:00:00, None, None
0.0, -28.8, None, 8.0, -0.05, 9.0, 102.16, -32.67, None, None, 70.0, 2012-12-07 14:00:00, None, None
337.5, -28.2, None, 8.0, -0.08, 7.9, 102.22, -31.94, None, None, 71.0, 2012-12-07 15:00:00, None, None
0.0, -27.7, None, 8.0, -0.1, 6.1, 102.26, -31.45, None, None, 71.0, 2012-12-07 16:00:00, None, None
0.0, -27.7, None, 8.0, -0.13, 6.8, 102.29, -31.45, None, None, 71.0, 2012-12-07 17:00:00, None, None
0.0, -27.5, None, 8.0, -0.12, 5.0, 102.34, -31.26, None, None, 71.0, 2012-12-07 18:00:00, None, None
337.5, -27.3, None, 7.0, -0.09, 9.0, 102.35, -31.07, None, None, 71.0, 2012-12-07 19:00:00, None, None
337.5, -27.0, None, 7.0, -0.14, 7.2, 102.43, -30.62, None, None, 72.0, 2012-12-07 20:00:00, None, None
0.0, -26.2, None, 2.0, -0.11, 5.8, 102.45, -29.85, None, None, 72.0, 2012-12-07 21:00:00, None, None
0.0, -26.0, None, 3.0, -0.12, 7.6, 102.47, -29.65, None, None, 72.0, 2012-12-07 22:00:00, None, None
0.0, -25.9, None, 2.0, -0.06, 6.5, 102.49, -29.56, None, None, 72.0, 2012-12-07 23:00:00, None, None
0.0, -25.8, None, 2.0, -0.04, 0.0, 102.49, -29.46, None, None, 72.0, 2012-12-08 00:00:00, None, None
337.5, -26.1, None, 2.0, -0.02, 5.0, 102.49, -29.75, None, None, 72.0, 2012-12-08 01:00:00, None, None
315.0, -26.5, None, 1.0, -0.06, 4.7, 102.55, -30.14, None, None, 72.0, 2012-12-08 02:00:00, None, None
315.0, -26.9, None, 1.0, -0.09, 0.0, 102.58, -30.53, None, None, 72.0, 2012-12-08 03:00:00, None, None
157.5, -28.5, None, 1.0, -0.14, 0.0, 102.63, -32.23, None, None, 71.0, 2012-12-08 04:00:00, None, None
247.5, -29.3, None, 2.0, -0.16, 0.0, 102.71, -33.16, None, None, 70.0, 2012-12-08 05:00:00, None, None
180.0, -29.8, None, 2.0, -0.13, 0.0, 102.71, -33.64, None, -25.7, 70.0, 2012-12-08 06:00:00, -33.4, None
