station_observations
wind_direction, air_temperature, wind_gust_speed, total_cloud_cover, tendency_amount, wind_speed, mean_sea_level, dew_point, snow_amount, air_temperature_yesterday_high, relative_humidity, time, air_temperature_yesterday_low, total_precipitation
None, None, None, None, None, None, None, None, None, -21.0, None, 2012-01-24 06:00:00, -27.7, None
0.0, -19.9, None, 4.0, None, 0.0, 98.11, -23.9, None, None, 70.0, 2012-01-24 20:00:00, None, None
0.0, -18.7, None, 4.0, -0.3, 0.0, 97.86, -32.5, None, None, 29.0, 2012-01-24 21:00:00, None, None
0.0, -18.0, None, 4.0, None, 0.0, 97.79, -22.0, None, None, 71.0, 2012-01-24 22:00:00, None, None
0.0, -17.2, None, 10.0, None, 0.0, 97.73, -20.8, None, None, 74.0, 2012-01-24 23:00:00, None, None
337.5, -17.1, None, 10.0, -0.13, 5.4, 97.78, -20.6, None, None, 74.0, 2012-01-25 00:00:00, None, None
0.0, -16.7, None, 10.0, None, 7.6, 97.8, -20.2, None, None, 74.0, 2012-01-25 01:00:00, None, None
0.0, -17.1, None, 10.0, None, 11.2, 97.8, -20.7, None, None, 74.0, 2012-01-25 02:00:00, None, None
0.0, -17.3, None, 10.0, 0.01, 5.4, 97.81, -20.9, None, None, 74.0, 2012-01-25 03:00:00, None, None
0.0, -17.7, None, 10.0, None, 7.6, 97.83, -21.3, None, None, 73.0, 2012-01-25 04:00:00, None, None
0.0, -17.8, None, 2.0, None, 0.0, 97.82, -21.4, None, None, 73.0, 2012-01-25 05:00:00, None, None
0.0, -18.2, 38.89, 2.0, 0.01, 0.0, 97.79, -22.0, 1.6, -13.4, 72.0, 2012-01-25 06:00:00, -24.5, 0.6
0.0, -18.9, None, 4.0, None, 0.0, 97.72, -22.8, None, None, 71.0, 2012-01-25 07:00:00, None, None
292.5, -17.8, None, 4.0, None, 9.4, 97.66, -21.8, None, None, 71.0, 2012-01-25 08:00:00, None, None
337.5, -16.8, None, 6.0, -0.22, 11.2, 97.5, -20.5, None, None, 73.0, 2012-01-25 09:00:00, None, None
315.0, -16.9, None, 6.0, None, 13.0, 97.45, -20.9, None, None, 71.0, 2012-01-25 10:00:00, None, None
337.5, -16.9, None, 6.0, None, 18.4, 97.38, -20.9, None, None, 71.0, 2012-01-25 11:00:00, None, None
337.5, -17.2, None, 6.0, -0.18, 14.8, 97.29, -21.2, None, None, 71.0, 2012-01-25 12:00:00, None, None
337.5, -17.2, None, 6.0, None, 11.2, 97.3, -21.1, None, None, 72.0, 2012-01-25 13:00:00, None, None
22.5, -17.2, None, 6.0, None, 9.4, 97.41, -21.0, None, None, 72.0, 2012-01-25 14:00:00, None, None
22.5, -17.7, None, 8.0, 0.48, 9.4, 97.83, -21.6, None, None, 72.0, 2012-01-25 15:00:00, None, None
270.0, -19.1, None, 4.0, None, 9.4, 98.08, -23.4, None, None, 69.0, 2012-01-25 16:00:00, None, None
157.5, -20.1, None, 4.0, None, 5.4, 98.25, -24.2, None, None, 70.0, 2012-01-25 17:00:00, None, None
180.0, -19.6, None, 10.0, 0.55, 9.4, 98.46, -23.3, None, None, 72.0, 2012-01-25 18:00:00, None, None
112.5, -18.5, None, 10.0, None, 9.4, 98.57, -22.8, None, None, 69.0, 2012-01-25 19:00:00, None, None
22.5, -16.6, None, 4.0, None, 3.6, 98.68, -20.0, None, None, 75.0, 2012-01-25 20:00:00, None, None
180.0, -9.8, None, 2.0, 0.32, 27.7, 98.7, -13.1, None, None, 77.0, 2012-01-25 21:00:00, None, None
180.0, -8.5, None, 4.0, None, 18.4, 98.86, -11.2, None, None, 81.0, 2012-01-25 22:00:00, None, None
180.0, -7.5, None, 4.0, None, 13.0, 98.96, -9.5, None, None, 86.0, 2012-01-25 23:00:00, None, None
90.0, -9.2, None, 2.0, 0.33, 5.4, 99.06, -11.1, None, None, 86.0, 2012-01-26 00:00:00, None, None
180.0, -10.4, None, 10.0, None, 11.2, 99.08, -13.0, None, None, 81.0, 2012-01-26 01:00:00, None, None
157.5, -7.1, None, 10.0, None, 18.4, 99.07, -9.6, None, None, 82.0, 2012-01-26 02:00:00, None, None
180.0, -8.3, None, 4.0, 0.0, 18.4, 99.05, -11.0, None, None, 81.0, 2012-01-26 03:00:00, None, None
180.0, -7.4, None, 4.0, None, 18.4, 99.06, -10.7, None, None, 77.0, 2012-01-26 04:00:00, None, None
180.0, -7.8, None, 6.0, None, 18.4, 99.04, -10.4, None, None, 82.0, 2012-01-26 05:00:00, None, None
157.5, -6.9, None, 6.0, 0.01, 16.6, 99.07, -9.9, 4.5, -6.8, 79.0, 2012-01-26 06:00:00, -20.7, 3.2
157.5, -8.5, None, 4.0, None, 20.5, 99.07, -11.4, None, None, 80.0, 2012-01-26 07:00:00, None, None
135.0, -8.4, None, 2.0, None, 18.4, 99.12, -12.5, None, None, 72.0, 2012-01-26 08:00:00, None, None
157.5, -8.9, None, 1.0, 0.14, 20.5, 99.15, -12.8, None, None, 73.0, 2012-01-26 09:00:00, None, None
202.5, -8.7, None, 4.0, None, 9.4, 99.19, -12.8, None, None, 72.0, 2012-01-26 10:00:00, None, None
180.0, -8.3, None, 6.0, None, 16.6, 99.27, -13.4, None, None, 67.0, 2012-01-26 11:00:00, None, None
180.0, -9.7, None, 6.0, 0.17, 18.4, 99.34, -13.6, None, None, 73.0, 2012-01-26 12:00:00, None, None
180.0, -10.5, None, 4.0, None, 16.6, 99.4, -14.2, None, None, 74.0, 2012-01-26 13:00:00, None, None
135.0, -10.5, None, 4.0, None, 18.4, 99.47, -14.8, None, None, 71.0, 2012-01-26 14:00:00, None, None
157.5, -10.5, None, 10.0, 0.19, 18.4, 99.55, -14.5, None, None, 72.0, 2012-01-26 15:00:00, None, None
157.5, -12.4, None, 10.0, None, 18.4, 99.59, -16.0, None, None, 74.0, 2012-01-26 16:00:00, None, None
157.5, -11.7, None, 10.0, None, 16.6, 99.7, -15.3, None, None, 75.0, 2012-01-26 17:00:00, None, None
180.0, -12.9, None, 10.0, 0.26, 14.8, 99.84, -15.9, None, None, 78.0, 2012-01-26 18:00:00, None, None
157.5, -11.1, None, 10.0, None, 16.6, 99.91, -15.7, None, None, 69.0, 2012-01-26 19:00:00, None, None
180.0, -10.7, None, 10.0, None, 22.3, 99.98, -16.0, None, None, 65.0, 2012-01-26 20:00:00, None, None
180.0, -10.0, None, 10.0, 0.2, 13.0, 100.05, -15.3, None, None, 65.0, 2012-01-26 21:00:00, None, None
247.5, -8.1, None, 10.0, None, 3.6, 100.11, -14.3, None, None, 61.0, 2012-01-26 22:00:00, None, None
180.0, -8.0, None, 10.0, None, 22.3, 100.19, -16.5, None, None, 50.0, 2012-01-26 23:00:00, None, None
0.0, -8.6, None, 10.0, 0.17, 0.0, 100.23, -17.2, None, None, 50.0, 2012-01-27 00:00:00, None, None
157.5, -12.0, None, 10.0, None, 11.2, 100.28, -16.5, None, None, 69.0, 2012-01-27 01:00:00, None, None
157.5, -16.0, None, 10.0, None, 18.4, 100.3, -18.3, None, None, 82.0, 2012-01-27 02:00:00, None, None
225.0, -17.7, None, 0.0, 0.05, 11.2, 100.38, -19.9, None, None, 83.0, 2012-01-27 03:00:00, None, None
180.0, -13.2, None, 0.0, None, 20.5, 100.33, -16.9, None, None, 74.0, 2012-01-27 04:00:00, None, None
180.0, -13.1, None, 10.0, None, 25.9, 100.34, -17.0, None, None, 72.0, 2012-01-27 05:00:00, None, None
180.0, -13.8, None, 10.0, -0.03, 20.5, 100.33, -17.2, 0.0, -6.9, 75.0, 2012-01-27 06:00:00, -19.9, 0.0
180.0, -13.8, None, 10.0, None, 20.5, 100.38, -16.8, None, None, 78.0, 2012-01-27 07:00:00, None, None
135.0, -15.5, None, 10.0, None, 11.2, 100.42, -17.7, None, None, 83.0, 2012-01-27 08:00:00, None, None
202.5, -16.0, None, 0.0, 0.12, 5.4, 100.46, -18.8, None, None, 79.0, 2012-01-27 09:00:00, None, None
0.0, -19.7, None, 0.0, None, 0.0, 100.52, -20.7, None, None, 92.0, 2012-01-27 10:00:00, None, None
0.0, -23.8, None, 10.0, None, 9.4, 100.63, -30.0, None, None, 57.0, 2012-01-27 11:00:00, None, None
0.0, -24.9, None, 10.0, 0.26, 11.2, 100.81, -30.5, None, None, 60.0, 2012-01-27 12:00:00, None, None
337.5, -25.1, None, 2.0, None, 11.2, 100.93, -30.6, None, None, 60.0, 2012-01-27 13:00:00, None, None
337.5, -25.4, None, 10.0, None, 14.8, 101.02, -30.9, None, None, 60.0, 2012-01-27 14:00:00, None, None
337.5, -25.9, None, 10.0, 0.35, 14.8, 101.3, -31.3, None, None, 60.0, 2012-01-27 15:00:00, None, None
315.0, -26.5, None, 10.0, None, 11.2, 101.42, -32.0, None, None, 60.0, 2012-01-27 16:00:00, None, None
315.0, -28.7, None, 10.0, None, 9.4, 101.51, -33.3, None, None, 65.0, 2012-01-27 17:00:00, None, None
292.5, -28.7, None, 10.0, 0.32, 9.4, 101.64, -34.3, None, None, 59.0, 2012-01-27 18:00:00, None, None
337.5, -27.1, None, 10.0, None, 5.4, 101.71, -32.7, None, None, 59.0, 2012-01-27 19:00:00, None, None
0.0, -26.1, None, 10.0, None, 5.4, 101.77, -31.7, None, None, 59.0, 2012-01-27 20:00:00, None, None
0.0, -25.6, None, 10.0, 0.17, 5.4, 101.81, -31.6, None, None, 57.0, 2012-01-27 21:00:00, None, None
22.5, -24.9, None, 3.0, None, 5.4, 101.82, -31.0, None, None, 57.0, 2012-01-27 22:00:00, None, None
0.0, -24.8, None, 4.0, None, 5.4, 101.86, -30.8, None, None, 57.0, 2012-01-27 23:00:00, None, None
0.0, -24.6, None, 4.0, 0.06, 5.4, 101.96, -30.1, None, None, 60.0, 2012-01-28 00:00:00, None, None
0.0, -24.6, None, 4.0, None, 0.0, 101.96, -29.8, None, None, 62.0, 2012-01-28 01:00:00, None, None
0.0, -25.1, None, 4.0, None, 5.4, 101.99, -29.8, None, None, 65.0, 2012-01-28 02:00:00, None, None
270.0, -27.1, None, 2.0, 0.04, 5.4, 102.04, -31.7, None, None, 65.0, 2012-01-28 03:00:00, None, None
0.0, -27.4, None, 10.0, None, 0.0, 102.0, -32.1, None, None, 64.0, 2012-01-28 04:00:00, None, None
292.5, -28.3, None, 10.0, None, 5.4, 102.0, -32.9, None, None, 65.0, 2012-01-28 05:00:00, None, None
0.0, -29.1, None, 10.0, -0.03, 0.0, 102.06, -33.8, 0.0, -12.9, 64.0, 2012-01-28 06:00:00, -29.3, 0.0
0.0, -29.2, None, 9.0, None, 0.0, 102.09, -34.2, None, None, 62.0, 2012-01-28 07:00:00, None, None
0.0, -29.7, None, 9.0, None, 0.0, 102.05, -34.8, None, None, 61.0, 2012-01-28 08:00:00, None, None
0.0, -30.5, None, 9.0, -0.02, 0.0, 102.02, -35.0, None, None, 65.0, 2012-01-28 09:00:00, None, None
0.0, -31.1, None, 9.0, None, 0.0, 102.0, -35.8, None, None, 63.0, 2012-01-28 10:00:00, None, None
0.0, -31.3, None, 1.0, None, 0.0, 101.96, -35.9, None, None, 64.0, 2012-01-28 11:00:00, None, None
0.0, -30.2, None, 1.0, -0.12, 0.0, 101.88, -35.2, None, None, 62.0, 2012-01-28 12:00:00, None, None
0.0, -30.4, None, 9.0, None, 0.0, 101.82, -35.1, None, None, 63.0, 2012-01-28 13:00:00, None, None
0.0, -31.2, None, 9.0, None, 0.0, 101.77, -35.3, None, None, 67.0, 2012-01-28 14:00:00, None, None
0.0, -30.1, None, 9.0, -0.16, 0.0, 101.73, -34.9, None, None, 63.0, 2012-01-28 15:00:00, None, None
337.5, -30.2, None, 9.0, None, 7.6, 101.63, -35.0, None, None, 63.0, 2012-01-28 16:00:00, None, None
0.0, -30.4, None, 9.0, None, 13.0, 101.55, -35.3, None, None, 62.0, 2012-01-28 17:00:00, None, None
337.5, -30.8, None, 10.0, -0.25, 9.4, 101.48, -35.8, None, None, 61.0, 2012-01-28 18:00:00, None, None
0.0, -30.6, None, 10.0, None, 11.2, 101.42, -35.5, None, None, 62.0, 2012-01-28 19:00:00, None, None
0.0, -30.8, None, 2.0, None, 9.4, 101.35, -35.7, None, None, 62.0, 2012-01-28 20:00:00, None, None
0.0, -29.6, None, 4.0, -0.26, 7.6, 101.2, -34.2, None, None, 64.0, 2012-01-28 21:00:00, None, None
22.5, -27.9, None, 10.0, None, 9.4, 101.12, -32.8, None, None, 63.0, 2012-01-28 22:00:00, None, None
0.0, -27.1, None, 10.0, None, 11.2, 101.02, -32.1, None, None, 62.0, 2012-01-28 23:00:00, None, None
0.0, -26.8, None, 10.0, -0.25, 13.0, 100.89, -31.8, None, None, 63.0, 2012-01-29 00:00:00, None, None
337.5, -26.4, None, 2.0, None, 13.0, 100.82, -31.0, None, None, 65.0, 2012-01-29 01:00:00, None, None
315.0, -26.1, None, 6.0, None, 9.4, 100.77, -30.8, None, None, 65.0, 2012-01-29 02:00:00, None, None
0.0, -25.8, None, 6.0, -0.21, 14.8, 100.65, -30.5, None, None, 65.0, 2012-01-29 03:00:00, None, None
0.0, -25.7, None, 2.0, None, 18.4, 100.59, -30.5, None, None, 64.0, 2012-01-29 04:00:00, None, None
0.0, -25.6, None, 4.0, None, 9.4, 100.55, -30.3, None, None, 65.0, 2012-01-29 05:00:00, None, None
337.5, -25.6, None, 6.0, -0.15, 9.4, 100.49, -30.3, None, -26.8, 65.0, 2012-01-29 06:00:00, -31.8, None
0.0, -25.7, None, 6.0, None, 9.4, 100.45, -30.4, None, None, 65.0, 2012-01-29 07:00:00, None, None
0.0, -25.5, None, 6.0, None, 9.4, 100.43, -30.1, None, None, 65.0, 2012-01-29 08:00:00, None, None
337.5, -25.3, None, 6.0, -0.07, 14.8, 100.4, -30.1, None, None, 64.0, 2012-01-29 09:00:00, None, None
0.0, -25.1, None, 6.0, None, 9.4, 100.37, -29.7, None, None, 65.0, 2012-01-29 10:00:00, None, None
337.5, -25.0, None, 6.0, None, 9.4, 100.35, -29.7, None, None, 65.0, 2012-01-29 11:00:00, None, None
337.5, -24.5, None, 6.0, -0.06, 9.4, 100.29, -29.3, None, None, 64.0, 2012-01-29 12:00:00, None, None
337.5, -24.4, None, 6.0, None, 13.0, 100.27, -29.2, None, None, 64.0, 2012-01-29 13:00:00, None, None
0.0, -24.5, None, 6.0, None, 9.4, 100.28, -29.1, None, None, 66.0, 2012-01-29 14:00:00, None, None
337.5, -24.2, None, 6.0, 0.0, 9.4, 100.28, -29.1, None, None, 64.0, 2012-01-29 15:00:00, None, None
337.5, -24.0, None, 6.0, None, 13.0, 100.28, -28.5, None, None, 66.0, 2012-01-29 16:00:00, None, None
0.0, -24.1, None, 6.0, None, 18.4, 100.31, -27.9, None, None, 71.0, 2012-01-29 17:00:00, None, None
337.5, -23.8, None, 6.0, 0.02, 9.4, 100.29, -27.8, None, None, 70.0, 2012-01-29 18:00:00, None, None
0.0, -23.5, None, 6.0, None, 11.2, 100.3, -27.9, None, None, 67.0, 2012-01-29 19:00:00, None, None
0.0, -23.3, None, 6.0, None, 9.4, 100.28, -27.6, None, None, 68.0, 2012-01-29 20:00:00, None, None
337.5, -23.1, None, 6.0, -0.07, 9.4, 100.21, -27.4, None, None, 68.0, 2012-01-29 21:00:00, None, None
337.5, -22.6, None, 6.0, None, 11.2, 100.16, -27.2, None, None, 66.0, 2012-01-29 22:00:00, None, None
0.0, -22.5, None, 6.0, None, 11.2, 100.12, -27.5, None, None, 64.0, 2012-01-29 23:00:00, None, None
337.5, -22.4, None, 6.0, -0.15, 7.6, 100.03, -27.3, None, None, 64.0, 2012-01-30 00:00:00, None, None
0.0, -22.5, None, 6.0, None, 9.4, 99.97, -27.4, None, None, 64.0, 2012-01-30 01:00:00, None, None
0.0, -22.5, None, 6.0, None, 11.2, 99.9, -27.3, None, None, 65.0, 2012-01-30 02:00:00, None, None
337.5, -22.6, None, 6.0, -0.17, 7.6, 99.84, -27.3, None, None, 65.0, 2012-01-30 03:00:00, None, None
337.5, -22.7, None, 6.0, None, 9.4, 99.78, -27.3, None, None, 66.0, 2012-01-30 04:00:00, None, None
337.5, -22.9, None, 6.0, None, 9.4, 99.75, -27.6, None, None, 65.0, 2012-01-30 05:00:00, None, None
0.0, -22.8, None, 6.0, -0.1, 5.4, 99.73, -27.5, 0.8, -22.4, 65.0, 2012-01-30 06:00:00, -31.0, 0.8
0.0, -22.8, None, 6.0, None, 5.4, 99.72, -27.5, None, None, 65.0, 2012-01-30 07:00:00, None, None
0.0, -22.8, None, 4.0, None, 0.0, 99.69, -27.6, None, None, 65.0, 2012-01-30 08:00:00, None, None
0.0, -22.7, None, 4.0, -0.01, 0.0, 99.71, -27.3, None, None, 66.0, 2012-01-30 09:00:00, None, None
22.5, -22.5, None, 2.0, None, 5.4, 99.7, -27.0, None, None, 67.0, 2012-01-30 10:00:00, None, None
0.0, -22.6, None, 6.0, None, 0.0, 99.72, -27.0, None, None, 67.0, 2012-01-30 11:00:00, None, None
0.0, -22.5, None, 6.0, 0.03, 0.0, 99.73, -27.0, None, None, 67.0, 2012-01-30 12:00:00, None, None
0.0, -22.4, None, 6.0, None, 0.0, 99.75, -26.9, None, None, 67.0, 2012-01-30 13:00:00, None, None
0.0, -23.0, None, 10.0, None, 0.0, 99.77, -27.3, None, None, 68.0, 2012-01-30 14:00:00, None, None
0.0, -25.3, None, 10.0, 0.07, 0.0, 99.84, -29.7, None, None, 67.0, 2012-01-30 15:00:00, None, None
0.0, -26.1, None, 10.0, None, 0.0, 99.88, -30.9, None, None, 64.0, 2012-01-30 16:00:00, None, None
0.0, -26.8, None, 10.0, None, 0.0, 99.9, -31.7, None, None, 63.0, 2012-01-30 17:00:00, None, None
0.0, -26.8, None, 10.0, 0.04, 0.0, 99.9, -31.5, None, None, 64.0, 2012-01-30 18:00:00, None, None
0.0, -26.0, None, 10.0, None, 0.0, 99.92, -30.4, None, None, 66.0, 2012-01-30 19:00:00, None, None
0.0, -25.1, None, 10.0, None, 0.0, 99.91, -29.6, None, None, 66.0, 2012-01-30 20:00:00, None, None
0.0, -23.5, None, 10.0, -0.02, 0.0, 99.84, -28.4, None, None, 64.0, 2012-01-30 21:00:00, None, None
0.0, -22.1, None, 10.0, None, 0.0, 99.8, -26.9, None, None, 65.0, 2012-01-30 22:00:00, None, None
0.0, -21.6, None, 10.0, None, 0.0, 99.73, -26.5, None, None, 65.0, 2012-01-30 23:00:00, None, None
22.5, -20.8, None, 10.0, -0.15, 7.6, 99.65, -25.4, None, None, 67.0, 2012-01-31 00:00:00, None, None
0.0, -20.7, None, 6.0, None, 7.6, 99.63, -25.0, None, None, 68.0, 2012-01-31 01:00:00, None, None
0.0, -20.4, None, 4.0, None, 0.0, 99.64, -24.7, None, None, 68.0, 2012-01-31 02:00:00, None, None
0.0, -20.1, None, 4.0, -0.05, 0.0, 99.62, -24.3, None, None, 69.0, 2012-01-31 03:00:00, None, None
0.0, -19.9, None, 10.0, None, 7.6, 99.58, -24.0, None, None, 70.0, 2012-01-31 04:00:00, None, None
0.0, -19.8, None, 10.0, None, 7.6, 99.58, -24.1, None, None, 69.0, 2012-01-31 05:00:00, None, None
0.0, -19.5, None, 4.0, -0.02, 5.4, 99.6, -23.8, 1.0, -20.7, 69.0, 2012-01-31 06:00:00, -27.3, 0.6
22.5, -19.6, None, 4.0, None, 3.6, 99.57, -23.8, None, None, 69.0, 2012-01-31 07:00:00, None, None
0.0, -19.3, None, 6.0, None, 0.0, 99.55, -23.5, None, None, 69.0, 2012-01-31 08:00:00, None, None
0.0, -19.3, None, 10.0, -0.04, 0.0, 99.52, -23.4, None, None, 70.0, 2012-01-31 09:00:00, None, None
0.0, -19.4, None, 6.0, None, 0.0, 99.52, -23.4, None, None, 71.0, 2012-01-31 10:00:00, None, None
0.0, -18.7, None, 2.0, None, 0.0, 99.49, -22.7, None, None, 71.0, 2012-01-31 11:00:00, None, None
0.0, -18.1, None, 10.0, -0.03, 0.0, 99.45, -22.1, None, None, 71.0, 2012-01-31 12:00:00, None, None
135.0, -12.7, None, 10.0, None, 13.0, 99.41, -15.2, None, None, 82.0, 2012-01-31 13:00:00, None, None
135.0, -14.6, None, 1.0, None, 9.4, 99.43, -18.5, None, None, 72.0, 2012-01-31 14:00:00, None, None
135.0, -14.1, None, 10.0, -0.01, 13.0, 99.4, -17.0, None, None, 79.0, 2012-01-31 15:00:00, None, None
22.5, -14.8, None, 10.0, None, 3.6, 99.45, -17.0, None, None, 83.0, 2012-01-31 16:00:00, None, None
135.0, -14.9, None, 10.0, None, 3.6, 99.49, -16.9, None, None, 85.0, 2012-01-31 17:00:00, None, None
0.0, -14.6, None, 10.0, 0.14, 0.0, 99.55, -16.5, None, None, 85.0, 2012-01-31 18:00:00, None, None
0.0, -14.8, None, 10.0, None, 0.0, 99.6, -16.6, None, None, 86.0, 2012-01-31 19:00:00, None, None
0.0, -13.4, None, 10.0, None, 0.0, 99.61, -14.7, None, None, 90.0, 2012-01-31 20:00:00, None, None
157.5, -8.4, None, 10.0, 0.08, 7.6, 99.57, -10.9, None, None, 82.0, 2012-01-31 21:00:00, None, None
180.0, -6.1, None, 10.0, None, 37.1, 99.53, -9.2, None, None, 79.0, 2012-01-31 22:00:00, None, None
180.0, -6.1, 37.1, 10.0, None, 27.7, 99.57, -9.0, None, None, 80.0, 2012-01-31 23:00:00, None, None
180.0, -5.2, None, 10.0, 0.02, 29.5, 99.55, -8.2, None, None, 79.0, 2012-02-01 00:00:00, None, None
180.0, -5.7, None, 10.0, None, 20.5, 99.62, -8.9, None, None, 78.0, 2012-02-01 01:00:00, None, None
180.0, -5.8, None, 10.0, None, 9.4, 99.66, -8.8, None, None, 79.0, 2012-02-01 02:00:00, None, None
180.0, -5.6, None, 4.0, 0.13, 18.4, 99.66, -8.6, None, None, 79.0, 2012-02-01 03:00:00, None, None
180.0, -5.0, None, 4.0, None, 18.4, 99.71, -8.2, None, None, 78.0, 2012-02-01 04:00:00, None, None
180.0, -5.2, None, 4.0, None, 25.9, 99.78, -8.5, None, None, 78.0, 2012-02-01 05:00:00, None, None
180.0, -5.6, 37.04, 2.0, 0.18, 25.9, 99.86, -9.0, None, -4.7, 77.0, 2012-02-01 06:00:00, -19.6, None
180.0, -6.0, None, 10.0, None, 27.7, 99.96, -9.1, None, None, 79.0, 2012-02-01 07:00:00, None, None
180.0, -6.1, None, 10.0, None, 22.3, 100.03, -9.4, None, None, 77.0, 2012-02-01 08:00:00, None, None
180.0, -6.3, None, 0.0, 0.29, 18.4, 100.13, -9.7, None, None, 77.0, 2012-02-01 09:00:00, None, None
180.0, -6.5, None, 0.0, None, 24.1, 100.2, -9.7, None, None, 78.0, 2012-02-01 10:00:00, None, None
180.0, -6.5, None, 0.0, None, 33.5, 100.28, -9.8, None, None, 77.0, 2012-02-01 11:00:00, None, None
180.0, -7.0, None, 0.0, 0.21, 27.7, 100.34, -9.9, None, None, 80.0, 2012-02-01 12:00:00, None, None
180.0, -6.8, 33.5, 0.0, None, 24.1, 100.4, -10.1, None, None, 77.0, 2012-02-01 13:00:00, None, None
180.0, -8.0, 33.5, 0.0, None, 24.1, 100.44, -10.9, None, None, 80.0, 2012-02-01 14:00:00, None, None
180.0, -8.3, None, 0.0, 0.15, 18.4, 100.52, -10.8, None, None, 82.0, 2012-02-01 15:00:00, None, None
180.0, -8.2, 37.1, 9.0, None, 27.7, 100.51, -11.0, None, None, 80.0, 2012-02-01 16:00:00, None, None
180.0, -7.9, 42.5, 3.0, None, 27.7, 100.54, -11.0, None, None, 78.0, 2012-02-01 17:00:00, None, None
180.0, -7.8, 48.2, 3.0, 0.08, 33.5, 100.6, -10.8, None, None, 79.0, 2012-02-01 18:00:00, None, None
180.0, -7.8, 46.4, 10.0, None, 29.5, 100.56, -11.0, None, None, 78.0, 2012-02-01 19:00:00, None, None
180.0, -7.1, 46.4, 10.0, None, 37.1, 100.55, -10.7, None, None, 75.0, 2012-02-01 20:00:00, None, None
180.0, -4.9, 50.0, 10.0, -0.12, 37.1, 100.45, -9.1, None, None, 72.0, 2012-02-01 21:00:00, None, None
180.0, -4.5, 55.4, 10.0, None, 40.7, 100.3, -8.6, None, None, 73.0, 2012-02-01 22:00:00, None, None
202.5, -3.8, None, 10.0, None, 18.4, 100.25, -7.9, None, None, 73.0, 2012-02-01 23:00:00, None, None
202.5, -3.2, None, 10.0, -0.33, 27.7, 100.08, -7.0, None, None, 75.0, 2012-02-02 00:00:00, None, None
180.0, -2.7, None, 10.0, None, 22.3, 99.99, -7.1, None, None, 72.0, 2012-02-02 01:00:00, None, None
180.0, -1.9, None, 10.0, None, 37.1, 99.9, -6.8, None, None, 69.0, 2012-02-02 02:00:00, None, None
157.5, -2.2, 37.1, 10.0, -0.26, 18.4, 99.8, -6.2, None, None, 74.0, 2012-02-02 03:00:00, None, None
157.5, -2.3, 46.4, 6.0, None, 27.7, 99.74, -5.6, None, None, 78.0, 2012-02-02 04:00:00, None, None
180.0, -2.1, 37.1, 6.0, None, 27.7, 99.73, -5.4, None, None, 78.0, 2012-02-02 05:00:00, None, None
180.0, -2.4, 63.0, 2.0, -0.2, 46.4, 99.58, -5.3, None, -2.9, 80.0, 2012-02-02 06:00:00, -16.3, None
180.0, -2.3, 37.1, 2.0, None, 27.7, 99.55, -5.3, None, None, 80.0, 2012-02-02 07:00:00, None, None
180.0, -1.7, 59.4, 10.0, None, 48.2, 99.42, -4.9, None, None, 79.0, 2012-02-02 08:00:00, None, None
157.5, -1.5, 55.4, 10.0, -0.15, 44.6, 99.38, -4.6, None, None, 79.0, 2012-02-02 09:00:00, None, None
157.5, -1.2, 46.4, 2.0, None, 27.7, 99.44, -4.3, None, None, 79.0, 2012-02-02 10:00:00, None, None
180.0, -1.1, None, 2.0, None, 24.1, 99.48, -4.4, None, None, 78.0, 2012-02-02 11:00:00, None, None
157.5, -1.0, 38.9, 10.0, 0.26, 29.5, 99.64, -3.9, None, None, 81.0, 2012-02-02 12:00:00, None, None
157.5, -0.8, 50.0, 10.0, None, 37.1, 99.7, -4.5, None, None, 76.0, 2012-02-02 13:00:00, None, None
157.5, -0.1, 46.4, 10.0, None, 37.1, 99.89, -4.6, None, None, 72.0, 2012-02-02 14:00:00, None, None
157.5, -1.2, 51.8, 10.0, 0.26, 42.5, 99.92, -4.9, None, None, 76.0, 2012-02-02 15:00:00, None, None
157.5, -2.1, 37.1, 10.0, None, 27.7, 100.1, -5.1, None, None, 80.0, 2012-02-02 16:00:00, None, None
135.0, -1.1, 42.5, 10.0, None, 33.5, 100.27, -4.3, None, None, 79.0, 2012-02-02 17:00:00, None, None
157.5, -0.6, None, 10.0, 0.5, 18.4, 100.46, -4.5, None, None, 75.0, 2012-02-02 18:00:00, None, None
157.5, -0.3, 37.1, 10.0, None, 27.7, 100.59, -4.4, None, None, 74.0, 2012-02-02 19:00:00, None, None
157.5, 0.9, 37.1, 10.0, None, 27.7, 100.7, -3.8, None, None, 71.0, 2012-02-02 20:00:00, None, None
180.0, 1.0, 37.1, 10.0, 0.32, 27.7, 100.79, -3.8, None, None, 70.0, 2012-02-02 21:00:00, None, None
157.5, 1.3, None, 10.0, None, 18.4, 100.82, -4.5, None, None, 65.0, 2012-02-02 22:00:00, None, None
157.5, 0.9, None, 10.0, None, 18.4, 100.8, -5.4, None, None, 63.0, 2012-02-02 23:00:00, None, None
157.5, 1.0, None, 10.0, 0.0, 18.4, 100.79, -5.7, None, None, 61.0, 2012-02-03 00:00:00, None, None
180.0, 0.6, None, 10.0, None, 22.3, 100.72, -4.4, None, None, 69.0, 2012-02-03 01:00:00, None, None
180.0, 0.6, None, 10.0, None, 27.7, 100.67, -4.5, None, None, 69.0, 2012-02-03 02:00:00, None, None
180.0, 0.2, None, 10.0, -0.15, 18.4, 100.63, -4.5, None, None, 71.0, 2012-02-03 03:00:00, None, None
